Flood_Date,Flood_Hour,Flood_X,Flood_Y,Tide_Data,Tide_Hour,Tide_Weight
10/24/2011,03:56:00 AM,-9.12425477205799,38.7699391482916,09/05/2011,08:42:00 AM,3.22
10/23/2011,09:55:00 PM,-9.20426063145641,38.751645976157,09/05/2011,02:45:00 PM,1.34
10/23/2011,10:13:00 PM,-9.16164207038337,38.7446559193725,09/05/2011,09:30:00 PM,2.99
10/24/2011,01:49:00 AM,-9.15918078411273,38.7593785228615,09/06/2011,03:21:00 AM,1.52
10/24/2011,08:40:00 AM,-9.12183251705128,38.7225962011222,09/06/2011,10:07:00 AM,3.14
10/26/2011,04:06:00 PM,-9.20017134804729,38.7486116140168,09/06/2011,04:23:00 PM,1.4
10/26/2011,03:05:00 PM,-9.13756282526759,38.7560207018236,09/06/2011,11:02:00 PM,2.97
10/26/2011,02:37:00 PM,-9.19569704983388,38.7445206867341,09/07/2011,04:55:00 AM,1.51
10/26/2011,03:18:00 PM,-9.17759092734191,38.7007570440862,09/07/2011,11:30:00 AM,3.23
10/26/2011,03:10:00 PM,-9.14102950444222,38.71242357323,09/07/2011,05:47:00 PM,1.29
10/27/2011,07:10:00 AM,-9.18877945579838,38.7498874426233,09/08/2011,12:16:00 AM,3.11
10/26/2011,04:26:00 PM,-9.13876983501346,38.7065274676341,09/08/2011,06:06:00 AM,1.36
10/26/2011,06:05:00 PM,-9.12098536694518,38.7174821720355,09/08/2011,12:35:00 PM,3.41
10/27/2011,08:26:00 AM,-9.13780264740044,38.7065587319381,09/08/2011,06:44:00 PM,1.12
11/02/2011,10:28:00 AM,-9.13650272132192,38.7095719641747,09/09/2011,01:10:00 AM,3.3
11/02/2011,10:26:00 AM,-9.15543335520403,38.7201321038424,09/09/2011,06:57:00 AM,1.17
11/02/2011,10:40:00 AM,-9.10579457460368,38.7337354579765,09/09/2011,01:25:00 PM,3.58
11/02/2011,10:24:00 AM,-9.18412824795979,38.6998270786213,09/09/2011,07:27:00 PM,.96
11/02/2011,10:53:00 AM,-9.1011996065025,38.7364951785292,09/10/2011,01:52:00 AM,3.46
11/02/2011,11:16:00 AM,-9.13129999686727,38.7485223604101,09/10/2011,07:38:00 AM,1
11/02/2011,11:34:00 AM,-9.14581197320243,38.7274004720161,09/10/2011,02:06:00 PM,3.71
11/02/2011,10:04:00 AM,-9.20587623159387,38.6998929234847,09/10/2011,08:03:00 PM,.84
11/02/2011,10:42:00 AM,-9.11551873637298,38.7261669786992,09/11/2011,02:29:00 AM,3.59
11/02/2011,11:10:00 AM,-9.1515252096638,38.7320306783429,09/11/2011,08:13:00 AM,.87
11/02/2011,11:58:00 AM,-9.20223958741758,38.7105689911899,09/11/2011,02:43:00 PM,3.79
11/02/2011,10:01:00 AM,-9.14404886968717,38.7378701760819,09/11/2011,08:35:00 PM,.76
11/02/2011,10:03:00 AM,-9.15371301884065,38.7341173592265,09/12/2011,03:03:00 AM,3.67
11/02/2011,10:09:00 AM,-9.20709318861316,38.6957939449737,09/12/2011,08:45:00 AM,.79
11/02/2011,11:14:00 AM,-9.14754774178454,38.72803880262,09/12/2011,03:16:00 PM,3.83
10/29/2011,06:24:00 PM,-9.15949490959408,38.7132176414394,09/12/2011,09:05:00 PM,.71
11/02/2011,10:08:00 AM,-9.20297195136186,38.6973071150414,09/13/2011,03:33:00 AM,3.7
11/04/2011,01:34:00 PM,-9.12856646681911,38.7259702026276,09/13/2011,09:16:00 AM,.75
11/02/2011,07:34:00 PM,-9.16002015197525,38.7049452992919,09/13/2011,03:46:00 PM,3.82
11/03/2011,03:27:00 PM,-9.14573605968856,38.7083032675615,09/13/2011,09:34:00 PM,.71
11/02/2011,12:27:00 PM,-9.15008393232331,38.7568127637959,09/14/2011,04:03:00 AM,3.7
11/02/2011,02:37:00 PM,-9.15090067582736,38.7317484981022,09/14/2011,09:46:00 AM,.77
11/02/2011,01:07:00 PM,-9.16922304332599,38.7715387720929,09/14/2011,04:16:00 PM,3.77
11/02/2011,01:10:00 PM,-9.12190052660037,38.7454809844898,09/14/2011,10:03:00 PM,.76
11/02/2011,12:14:00 PM,-9.12190581254271,38.7232005011224,09/15/2011,04:31:00 AM,3.65
11/02/2011,12:04:00 PM,-9.15042939499151,38.7749711491624,09/15/2011,10:16:00 AM,.83
11/09/2011,12:22:00 AM,-9.16965674208742,38.7197399925993,09/15/2011,04:45:00 PM,3.67
11/09/2011,01:17:00 AM,-9.15091886778657,38.7169898116768,09/15/2011,10:32:00 PM,.86
11/09/2011,12:57:00 AM,-9.16139437085242,38.7242465285057,09/16/2011,05:00:00 AM,3.56
11/09/2011,01:28:00 PM,-9.12752386815382,38.7169946637762,09/16/2011,10:46:00 AM,.94
11/09/2011,01:31:00 AM,-9.11603672955243,38.771470247595,09/16/2011,05:14:00 PM,3.54
11/09/2011,02:15:00 AM,-9.17409114374402,38.7256536035195,09/16/2011,11:01:00 PM,.99
11/08/2011,07:07:00 PM,-9.11762064565787,38.7386019834847,09/17/2011,05:30:00 AM,3.45
11/09/2011,09:55:00 AM,-9.14294800051757,38.7284520923689,09/17/2011,11:18:00 AM,1.09
11/08/2011,07:14:00 PM,-9.15472303479907,38.7250234377316,09/17/2011,05:46:00 PM,3.37
11/09/2011,11:38:00 AM,-9.19368987060131,38.7578150203364,09/17/2011,11:32:00 PM,1.16
11/09/2011,02:51:00 PM,-9.11012749118898,38.7675694366909,09/18/2011,06:03:00 AM,3.31
11/09/2011,08:58:00 PM,-9.10138564444367,38.7436059887369,09/18/2011,11:53:00 AM,1.27
11/09/2011,02:34:00 AM,-9.1449867556168,38.7358891074949,09/18/2011,06:23:00 PM,3.18
11/13/2011,05:49:00 AM,-9.14933638483198,38.7512705676377,09/19/2011,12:08:00 AM,1.35
11/13/2011,07:46:00 AM,-9.10375868576189,38.7357904284171,09/19/2011,06:43:00 AM,3.15
11/13/2011,07:57:00 AM,-9.14895181640798,38.7408894731844,09/19/2011,12:37:00 PM,1.46
11/13/2011,09:11:00 AM,-9.16028110953249,38.771158439224,09/19/2011,07:09:00 PM,2.98
11/13/2011,11:51:00 PM,-9.14876708258391,38.7515127505115,09/20/2011,12:54:00 AM,1.55
11/18/2011,06:46:00 PM,-9.18237947172974,38.7459602692357,09/20/2011,07:37:00 AM,3.01
11/13/2011,11:44:00 PM,-9.20210874589767,38.737494255674,09/20/2011,01:40:00 PM,1.62
11/18/2011,06:42:00 PM,-9.1779024923585,38.704846887953,09/20/2011,08:14:00 PM,2.83
11/18/2011,06:58:00 PM,-9.1695932810121,38.7723509630303,09/21/2011,02:08:00 AM,1.7
11/18/2011,07:14:00 PM,-9.11724395059783,38.7325772805252,09/21/2011,08:53:00 AM,2.94
11/14/2011,12:40:00 AM,-9.16270053107321,38.7619625219244,09/21/2011,03:15:00 PM,1.67
11/18/2011,06:43:00 PM,-9.19307391853211,38.7495691705627,09/21/2011,09:46:00 PM,2.81
11/18/2011,07:21:00 PM,-9.17114245566893,38.7629786031052,09/22/2011,03:47:00 AM,1.69
11/14/2011,11:05:00 AM,-9.14930543356659,38.7510880444609,09/22/2011,10:26:00 AM,3.02
11/13/2011,06:23:00 AM,-9.11551873637298,38.7261669786992,09/22/2011,04:46:00 PM,1.52
11/13/2011,09:50:00 AM,-9.21453235506451,38.711613931041,09/22/2011,11:16:00 PM,2.98
11/14/2011,04:26:00 AM,-9.14366885290119,38.7420168802009,09/23/2011,05:09:00 AM,1.5
11/18/2011,05:33:00 PM,-9.12381511905151,38.739884837925,09/23/2011,11:42:00 AM,3.26
11/18/2011,07:01:00 PM,-9.18015325361755,38.7684524394045,09/23/2011,05:51:00 PM,1.25
11/13/2011,06:55:00 AM,-9.14313937631972,38.7271461459202,09/24/2011,12:19:00 AM,3.26
11/14/2011,04:24:00 AM,-9.13871408437239,38.7630862699008,09/24/2011,06:09:00 AM,1.21
11/18/2011,09:38:00 PM,-9.12535220607012,38.7804112980218,09/24/2011,12:40:00 PM,3.56
11/22/2011,05:14:00 PM,-9.17001158941649,38.7224331937481,09/24/2011,06:43:00 PM,.95
02/19/2012,10:48:00 AM,-9.1805618071498,38.7463246440966,09/25/2011,01:10:00 AM,3.56
02/27/2012,01:16:00 PM,-9.12250360621928,38.7681766578346,09/25/2011,06:58:00 AM,.91
12/14/2011,05:29:00 AM,-9.21045015299794,38.7184706356759,09/25/2011,01:30:00 PM,3.86
01/26/2012,01:48:00 PM,-9.17616213054123,38.7015135850448,09/25/2011,07:28:00 PM,.67
02/26/2012,05:44:00 AM,-9.17494304218128,38.7029941173954,09/26/2011,01:56:00 AM,3.83
01/10/2012,10:41:00 AM,-9.12780485881256,38.7301346506552,09/26/2011,07:43:00 AM,.64
01/15/2012,07:19:00 PM,-9.15797438655443,38.7444369168414,09/26/2011,02:16:00 PM,4.1
02/10/2012,04:59:00 PM,-9.17410405562207,38.7024358151447,09/26/2011,08:10:00 PM,.46
01/14/2012,07:30:00 AM,-9.17398961196764,38.7025184635409,09/27/2011,02:40:00 AM,4.04
02/16/2012,09:41:00 PM,-9.14698058326835,38.7454278365728,09/27/2011,08:26:00 AM,.44
02/27/2012,11:36:00 AM,-9.14302906695823,38.7388877413954,09/27/2011,03:00:00 PM,4.27
02/23/2012,06:31:00 PM,-9.17391606721935,38.7021942019197,09/27/2011,08:52:00 PM,.33
01/09/2012,06:37:00 AM,-9.15564870881783,38.7400007115643,09/28/2011,03:23:00 AM,4.16
12/06/2012,08:53:00 PM,-9.18604508617209,38.7609341834408,09/28/2011,09:08:00 AM,.32
12/06/2012,08:58:00 PM,-9.20458826696281,38.7509280056271,09/28/2011,03:44:00 PM,4.32
12/06/2012,09:07:00 PM,-9.13423890119142,38.7240149442191,09/28/2011,09:33:00 PM,.31
12/14/2012,03:25:00 PM,-9.13946858726772,38.7405798804619,09/29/2011,04:05:00 AM,4.2
01/12/2013,09:18:00 AM,-9.13751039758762,38.7115706697233,09/29/2011,09:51:00 AM,.31
01/17/2013,12:28:00 PM,-9.12234566870522,38.7203170053345,09/29/2011,04:28:00 PM,4.26
12/06/2012,05:44:00 PM,-9.17993052296973,38.7148827434141,09/29/2011,10:15:00 PM,.41
12/06/2012,07:09:00 PM,-9.16603626737799,38.7232566370368,09/30/2011,04:48:00 AM,4.14
12/06/2012,08:52:00 PM,-9.12838279565604,38.761176476499,09/30/2011,10:35:00 AM,.41
12/06/2012,05:46:00 PM,-9.11670733659597,38.7299701561278,09/30/2011,05:13:00 PM,4.08
12/06/2012,08:49:00 PM,-9.12896614669563,38.7119596678272,09/30/2011,10:57:00 PM,.6
12/06/2012,09:03:00 PM,-9.16330216611089,38.7824134911518,10/01/2011,05:33:00 AM,3.98
12/06/2012,10:21:00 PM,-9.14326697914087,38.7261652007149,10/01/2011,11:21:00 AM,.62
01/19/2013,01:22:00 AM,-9.14293033428553,38.72395803286,10/01/2011,06:00:00 PM,3.81
01/19/2013,03:00:00 AM,-9.15490545766204,38.7245127958309,10/01/2011,11:42:00 PM,.88
01/19/2013,04:55:00 AM,-9.18107112917162,38.7005758351643,10/02/2011,06:20:00 AM,3.76
12/06/2012,06:36:00 PM,-9.15474104565661,38.7171191581189,10/02/2011,12:12:00 PM,.9
12/06/2012,06:08:00 PM,-9.14980468477877,38.7100022954268,10/02/2011,06:52:00 PM,3.48
12/06/2012,09:04:00 PM,-9.13281787463374,38.7300720605736,10/03/2011,12:33:00 AM,1.19
12/06/2012,09:34:00 PM,-9.11338443057359,38.7751467991947,10/03/2011,07:15:00 AM,3.5
12/07/2012,11:07:00 AM,-9.13466208025415,38.7097463546966,10/03/2011,01:13:00 PM,1.2
12/06/2012,06:53:00 PM,-9.1663102278228,38.7463314861537,10/03/2011,07:55:00 PM,3.18
12/06/2012,09:27:00 PM,-9.13398808783901,38.7321756762515,10/04/2011,01:37:00 AM,1.48
12/06/2012,10:56:00 PM,-9.13188798180579,38.7267248378142,10/04/2011,08:23:00 AM,3.28
01/20/2013,02:08:00 PM,-9.20798583134933,38.7539815569691,10/04/2011,02:33:00 PM,1.42
01/19/2013,05:06:00 AM,-9.09751897193621,38.7733835030017,10/04/2011,09:17:00 PM,2.99
01/20/2013,03:06:00 PM,-9.19045674028522,38.6997469319356,10/05/2011,03:04:00 AM,1.65
01/20/2013,03:49:00 PM,-9.13507301943993,38.7139972155838,10/05/2011,09:48:00 AM,3.18
12/06/2012,08:43:00 PM,-9.091600305598,38.7747508800116,10/05/2011,04:08:00 PM,1.48
12/06/2012,09:07:00 PM,-9.15050458090909,38.7314213314577,10/05/2011,10:45:00 PM,2.99
12/07/2012,11:03:00 AM,-9.14612122657585,38.7170286417788,10/06/2011,04:36:00 AM,1.62
01/19/2013,02:46:00 PM,-9.18145362119468,38.6990263827198,10/06/2011,11:09:00 AM,3.24
12/06/2012,04:57:00 PM,-9.13212657852751,38.7448789696683,10/06/2011,05:24:00 PM,1.38
12/06/2012,08:55:00 PM,-9.13780079141442,38.7493619498012,10/06/2011,11:54:00 PM,3.14
12/06/2012,10:30:00 PM,-9.20609333841787,38.7120902724556,10/07/2011,05:43:00 AM,1.47
12/06/2012,04:07:00 PM,-9.13845892828315,38.7166104939657,10/07/2011,12:10:00 PM,3.38
12/14/2012,08:41:00 PM,-9.16370103659627,38.739414565797,10/07/2011,06:17:00 PM,1.24
12/06/2012,07:45:00 PM,-9.17061062708809,38.7642337843256,10/08/2011,12:44:00 AM,3.32
12/14/2012,10:04:00 PM,-9.10263598422769,38.7602681069237,10/08/2011,06:32:00 AM,1.29
01/25/2013,10:34:00 AM,-9.14490031378357,38.7530526841488,10/08/2011,12:58:00 PM,3.53
12/06/2012,05:11:00 PM,-9.14322915108166,38.7165968192415,10/08/2011,06:58:00 PM,1.09
12/06/2012,07:02:00 PM,-9.14090003269082,38.7106270780565,10/09/2011,01:24:00 AM,3.49
12/06/2012,08:07:00 PM,-9.13112879368605,38.7244363302162,10/09/2011,07:11:00 AM,1.12
12/06/2012,09:06:00 PM,-9.1022606962091,38.7677954465866,10/09/2011,01:38:00 PM,3.65
12/06/2012,09:20:00 PM,-9.14398117822365,38.7280864560505,10/09/2011,07:33:00 PM,.97
12/07/2012,09:43:00 AM,-9.20129197135594,38.750934989675,10/10/2011,01:59:00 AM,3.62
12/06/2012,06:33:00 PM,-9.14179477432835,38.7153626265185,10/10/2011,07:46:00 AM,.98
12/06/2012,07:13:00 PM,-9.15689066445019,38.7348387040797,10/10/2011,02:13:00 PM,3.73
12/06/2012,09:01:00 PM,-9.1370535100134,38.7478427672981,10/10/2011,08:04:00 PM,.88
01/22/2013,11:51:00 AM,-9.14593340514507,38.7119781615902,10/11/2011,02:32:00 AM,3.7
01/25/2013,10:34:00 AM,-9.13030180488223,38.7290608508,10/11/2011,08:18:00 AM,.89
12/16/2012,10:05:00 PM,-9.14475818100514,38.7124127497649,10/11/2011,02:46:00 PM,3.77
01/20/2013,03:09:00 PM,-9.19296270014788,38.7034961522964,10/11/2011,08:35:00 PM,.83
01/20/2013,03:43:00 PM,-9.14680987532839,38.7129366160831,10/12/2011,03:03:00 AM,3.74
01/20/2013,04:00:00 PM,-9.17031447042388,38.7190464280923,10/12/2011,08:50:00 AM,.85
12/06/2012,07:33:00 PM,-9.20497760752878,38.7521059640827,10/12/2011,03:17:00 PM,3.77
12/06/2012,09:22:00 PM,-9.14867542999404,38.7944612231392,10/12/2011,09:05:00 PM,.82
12/07/2012,02:09:00 AM,-9.18920229073699,38.7563095376586,10/13/2011,03:33:00 AM,3.74
01/19/2013,02:10:00 AM,-9.13261055694052,38.7202821276919,10/13/2011,09:20:00 AM,.86
01/21/2013,01:03:00 PM,-9.14419936970073,38.7123016053663,10/13/2011,03:47:00 PM,3.72
01/25/2013,11:12:00 AM,-9.12661786699041,38.7171601571551,10/13/2011,09:34:00 PM,.86
01/20/2013,02:55:00 PM,-9.16722339176728,38.7206398284435,10/14/2011,04:02:00 AM,3.71
12/06/2012,07:59:00 PM,-9.19844755960874,38.7514750342456,10/14/2011,09:51:00 AM,.91
12/06/2012,08:16:00 PM,-9.14232974371551,38.7272860085129,10/14/2011,04:18:00 PM,3.64
12/07/2012,12:58:00 AM,-9.13325143792092,38.7251057911586,10/14/2011,10:03:00 PM,.94
01/23/2013,05:29:00 PM,-9.12836333066232,38.7365393187952,10/15/2011,04:32:00 AM,3.64
12/06/2012,08:19:00 PM,-9.1327616737235,38.7199228306022,10/15/2011,10:22:00 AM,.99
12/31/2012,06:40:00 PM,-9.13415734531338,38.7315167428016,10/15/2011,04:49:00 PM,3.52
12/31/2012,09:33:00 PM,-9.10839385231343,38.729321305627,10/15/2011,10:33:00 PM,1.05
01/23/2013,07:59:00 PM,-9.20689175439513,38.7546363770734,10/16/2011,05:04:00 AM,3.55
01/24/2013,10:32:00 AM,-9.10678763517068,38.739433759679,10/16/2011,10:54:00 AM,1.11
01/26/2013,10:27:00 AM,-9.189854735239,38.7725289354101,10/16/2011,05:23:00 PM,3.38
12/06/2012,05:16:00 PM,-9.17977167901258,38.7149302434827,10/16/2011,11:04:00 PM,1.19
12/06/2012,07:31:00 PM,-9.17632616819546,38.7449450774745,10/17/2011,05:39:00 AM,3.43
12/06/2012,09:17:00 PM,-9.13823858072243,38.7317987473953,10/17/2011,11:31:00 AM,1.24
01/06/2013,01:26:00 PM,-9.16791166878949,38.7568757860947,10/17/2011,06:02:00 PM,3.21
01/20/2013,03:38:00 PM,-9.12676592454958,38.7585647478353,10/17/2011,11:41:00 PM,1.35
01/25/2013,08:33:00 AM,-9.12088702853953,38.7389976314979,10/18/2011,06:20:00 AM,3.29
12/06/2012,09:04:00 PM,-9.13514565480631,38.7484403445343,10/18/2011,12:15:00 PM,1.4
12/31/2012,06:43:00 PM,-9.14408220673613,38.7161078799305,10/18/2011,06:49:00 PM,3.05
12/06/2012,03:39:00 PM,-9.15068990334044,38.735614535669,10/19/2011,12:29:00 AM,1.52
12/06/2012,06:29:00 PM,-9.11633764047005,38.7605124522398,10/19/2011,07:12:00 AM,3.16
12/06/2012,06:47:00 PM,-9.13119002852677,38.7337661124946,10/19/2011,01:16:00 PM,1.53
12/08/2012,12:46:00 PM,-9.14560898955035,38.7471885125845,10/19/2011,07:52:00 PM,2.93
12/14/2012,04:14:00 PM,-9.15009201492393,38.7385245204825,10/20/2011,01:38:00 AM,1.65
12/14/2012,04:41:00 PM,-9.14875113212607,38.7385198164627,10/20/2011,08:24:00 AM,3.08
12/06/2012,06:16:00 PM,-9.19434848179031,38.7467258970867,10/20/2011,02:41:00 PM,1.58
12/31/2012,07:51:00 PM,-9.16522242759783,38.7500861331805,10/20/2011,09:18:00 PM,2.92
12/06/2012,05:32:00 PM,-9.15748024628637,38.7188142651042,10/21/2011,03:10:00 AM,1.65
12/06/2012,08:58:00 PM,-9.14258317522596,38.7388849235029,10/21/2011,09:51:00 AM,3.13
12/06/2012,09:10:00 PM,-9.11957510322386,38.7437029495459,10/21/2011,04:07:00 PM,1.46
12/06/2012,09:24:00 PM,-9.15288478981725,38.709559008066,10/21/2011,10:43:00 PM,3.07
12/13/2012,05:17:00 PM,-9.18486618017827,38.7502454915823,10/22/2011,04:32:00 AM,1.49
12/14/2012,04:24:00 PM,-9.11776657458391,38.7392207371,10/22/2011,11:08:00 AM,3.33
01/01/2013,05:31:00 PM,-9.16106625928756,38.7712798185131,10/22/2011,05:15:00 PM,1.23
12/06/2012,08:46:00 PM,-9.13628700514309,38.7134566047502,10/22/2011,11:48:00 PM,3.33
12/06/2012,06:01:00 PM,-9.16489233548933,38.7796738807531,10/23/2011,05:36:00 AM,1.22
12/31/2012,07:48:00 PM,-9.15245806408983,38.7167452656501,10/23/2011,12:09:00 PM,3.6
12/06/2012,06:34:00 PM,-9.19360403107234,38.7597466061143,10/23/2011,06:10:00 PM,.96
12/06/2012,08:13:00 PM,-9.13112879368605,38.7244363302162,10/24/2011,12:41:00 AM,3.62
12/06/2012,09:13:00 PM,-9.15465791412125,38.7232286276528,10/24/2011,06:29:00 AM,.94
12/06/2012,10:46:00 PM,-9.19457848022444,38.743637744313,10/24/2011,01:01:00 PM,3.86
01/25/2013,09:28:00 AM,-9.14329448021074,38.707546960097,10/24/2011,06:58:00 PM,.71
12/06/2012,05:04:00 PM,-9.14423054500854,38.7134280005198,10/25/2011,01:28:00 AM,3.87
12/06/2012,05:10:00 PM,-9.16819503503401,38.7167618227426,10/25/2011,07:17:00 AM,.68
12/06/2012,06:33:00 PM,-9.10744633352842,38.7694065117816,10/25/2011,01:50:00 PM,4.07
12/06/2012,06:42:00 PM,-9.14311269399334,38.7390277980919,10/25/2011,07:44:00 PM,.52
12/06/2012,09:38:00 PM,-9.10984903482227,38.7311412046359,10/26/2011,02:14:00 AM,4.06
01/25/2013,06:03:00 AM,-9.16537385356938,38.7292816767857,10/26/2011,08:03:00 AM,.48
12/06/2012,09:36:00 PM,-9.14437397132231,38.7865544683598,10/26/2011,02:36:00 PM,4.19
12/14/2012,03:39:00 PM,-9.13711744171186,38.7397455961981,10/26/2011,08:27:00 PM,.42
12/14/2012,03:58:00 PM,-9.0916978154748,38.7749095440584,10/27/2011,02:59:00 AM,4.18
12/06/2012,05:58:00 PM,-9.14481316203875,38.7355854991192,10/27/2011,08:48:00 AM,.37
12/06/2012,06:18:00 PM,-9.14816432191943,38.7492110635476,10/27/2011,03:23:00 PM,4.21
12/15/2012,11:02:00 AM,-9.11915897607533,38.7707443403602,10/27/2011,09:11:00 PM,.42
01/19/2013,02:10:00 AM,-9.15543235050318,38.7088153561941,10/28/2011,03:44:00 AM,4.21
01/25/2013,11:00:00 AM,-9.15591709139405,38.7398896428415,10/28/2011,09:33:00 AM,.37
12/06/2012,06:42:00 PM,-9.14040028856341,38.7305312515906,10/28/2011,04:09:00 PM,4.13
12/06/2012,08:00:00 PM,-9.13092359279843,38.7487120702751,10/28/2011,09:54:00 PM,.52
01/11/2013,09:27:00 PM,-9.15364436590543,38.7758702056238,10/29/2011,04:29:00 AM,4.15
01/19/2013,10:36:00 AM,-9.18426366244475,38.6998199282327,10/29/2011,10:20:00 AM,.47
01/21/2013,05:30:00 PM,-9.19828780743615,38.6962748394457,10/29/2011,04:57:00 PM,3.95
12/06/2012,06:00:00 PM,-9.18986927356359,38.749105784846,10/29/2011,10:39:00 PM,.71
12/06/2012,07:55:00 PM,-9.15245806408983,38.7167452656501,10/30/2011,05:16:00 AM,4
12/06/2012,07:56:00 PM,-9.16779744426788,38.7160411647855,10/30/2011,11:08:00 AM,.66
12/06/2012,08:34:00 PM,-9.20152752869297,38.7502636890226,10/30/2011,05:45:00 PM,3.7
01/25/2013,07:14:00 AM,-9.11670733659597,38.7299701561278,10/30/2011,11:25:00 PM,.95
01/28/2013,11:02:00 AM,-9.12531556880456,38.7544662544223,10/31/2011,06:04:00 AM,3.79
12/26/2012,06:45:00 PM,-9.13428530877066,38.7184068753972,10/31/2011,11:59:00 AM,.91
12/06/2012,06:20:00 PM,-9.14611197590086,38.7106743726071,10/31/2011,06:38:00 PM,3.42
12/06/2012,06:43:00 PM,-9.1498996785024,38.7102370013297,11/01/2011,12:16:00 AM,1.22
12/06/2012,07:34:00 PM,-9.1629282631414,38.7275796141834,11/01/2011,06:57:00 AM,3.54
12/06/2012,08:42:00 PM,-9.15074813674994,38.7359422656366,11/01/2011,12:58:00 PM,1.17
12/12/2012,04:12:00 PM,-9.14849916562024,38.7155401875404,11/01/2011,07:37:00 PM,3.16
12/06/2012,06:38:00 PM,-9.09215076613702,38.7747771177906,11/02/2011,01:16:00 AM,1.47
12/06/2012,07:21:00 PM,-9.14233822158693,38.7494801458733,11/02/2011,07:59:00 AM,3.32
12/06/2012,08:09:00 PM,-9.12473839849604,38.7178193273425,11/02/2011,02:07:00 PM,1.38
12/06/2012,08:33:00 PM,-9.15235341756565,38.7164514069892,11/02/2011,08:48:00 PM,2.99
12/06/2012,09:37:00 PM,-9.1314154701377,38.7310162896925,11/03/2011,02:30:00 AM,1.62
12/31/2012,12:23:00 PM,-9.15942992163637,38.7901973405162,11/03/2011,09:12:00 AM,3.18
12/06/2012,06:54:00 PM,-9.14880209409756,38.7387415839693,11/03/2011,03:25:00 PM,1.47
12/26/2012,03:18:00 PM,-9.16671749922925,38.7239987774141,11/03/2011,10:06:00 PM,2.97
12/06/2012,05:51:00 PM,-9.16564396685016,38.7073747673804,11/04/2011,03:51:00 AM,1.64
12/06/2012,09:30:00 PM,-9.13423890119142,38.7240149442191,11/04/2011,10:27:00 AM,3.16
12/06/2012,08:35:00 PM,-9.15235341756565,38.7164514069892,11/04/2011,04:37:00 PM,1.44
12/06/2012,09:08:00 PM,-9.14557625432232,38.7554446713532,11/04/2011,11:13:00 PM,3.06
12/14/2012,08:44:00 PM,-9.15137763758937,38.7942165019416,11/05/2011,05:00:00 AM,1.54
01/11/2013,08:48:00 PM,-9.11769771316648,38.7389952875465,11/05/2011,11:30:00 AM,3.23
01/12/2013,05:33:00 AM,-9.11828554464411,38.7512599055891,11/05/2011,05:34:00 PM,1.34
12/06/2012,09:11:00 PM,-9.2024981562876,38.7448817119949,11/06/2011,12:06:00 AM,3.21
01/09/2013,02:53:00 PM,-9.13420851920991,38.7515931314315,11/06/2011,05:54:00 AM,1.39
12/06/2012,05:52:00 PM,-9.12689696240509,38.7120132414116,11/06/2011,12:21:00 PM,3.34
12/06/2012,08:49:00 PM,-9.0975805664653,38.7778481425172,11/06/2011,06:20:00 PM,1.22
12/06/2012,06:25:00 PM,-9.20623034610997,38.7513165976144,11/07/2011,12:49:00 AM,3.36
12/06/2012,06:54:00 PM,-9.13969765749204,38.7335901226146,11/07/2011,06:38:00 AM,1.24
